Fname,Lname,Position,team,GP,G,A,P,PPG,PIM,Success,season,Standing
Tom,Grönblom,0,Blues U16,28,6,22,28,1.00,8,1,2015-2016,3.0
Valtteri,Ojantakanen,1,Jokerit U16,23,15,11,26,1.13,16,1,2015-2016,4.0
Kaapo,Kakko,1,TPS U16,25,14,12,26,1.04,2,1,2015-2016,5.0
Kim,Nousiainen,0,KalPa U16,25,8,18,26,1.04,20,1,2015-2016,8.0
Patrik,Puistola,1,Tappara U16,25,17,7,24,0.96,20,1,2015-2016,6.0
Rasmus,Heljanko,1,HIFK U16,22,8,16,24,1.09,0,1,2015-2016,1.0
Samuel,Kemppainen,0,Kärpät U16,28,6,18,24,0.86,32,1,2015-2016,2.0
Samuel,Salonen,1,Jokerit U16,12,14,9,23,1.92,2,1,2015-2016,4.0
Jere,Henriksson,1,HIFK U16,24,11,11,22,0.92,8,1,2015-2016,1.0
Valtteri,Kakkonen,0,JYP U16,23,10,12,22,0.96,59,1,2015-2016,7.0
Kalle,Loponen,0,Kärpät U16,25,9,13,22,0.88,12,1,2015-2016,2.0
Karri,Kapanen,1,KalPa U16,18,8,14,22,1.22,6,1,2015-2016,8.0
Veikko,Loimaranta,1,Jokerit U16,19,7,15,22,1.16,20,1,2015-2016,4.0
Kasper,Koskinen,1,TPS U16,26,16,5,21,0.81,12,1,2015-2016,5.0
Santtu,Hakanen,1,HPK U16,20,9,11,20,1.00,12,1,2015-2016,9.0
Aatu,Aarnio,0,TPS U16,27,6,14,20,0.74,16,1,2015-2016,5.0
Leevi,Karjalainen,0,Jokerit U16,25,3,17,20,0.80,24,1,2015-2016,4.0
Julius,Reini,0,TPS U16,21,3,16,19,0.91,18,1,2015-2016,5.0
Zdenek,Sedlak,1,Kärpät U16,7,11,6,17,2.43,4,1,2015-2016,2.0
Matias,Lentämäki,0,HIFK U16,28,6,11,17,0.61,10,1,2015-2016,1.0
Markus,Oden,1,KooKoo U16,28,11,5,16,0.57,0,1,2015-2016,10.0
Miiro,Linjala,1,JYP U16,16,7,9,16,1.00,0,1,2015-2016,7.0
Jasper,Rannisto,0,HIFK U16,18,6,10,16,0.89,45,1,2015-2016,1.0
Anton,Lundell,1,HIFK U16,27,4,11,15,0.56,10,1,2015-2016,1.0
Anttoni,Honka,0,JYP U16,10,5,9,14,1.40,20,1,2015-2016,7.0
Arttu,Nevasaari,1,Kärpät U16,3,4,7,11,3.67,0,1,2015-2016,2.0
Noel,Pietilä,0,Blues U16,23,4,7,11,0.48,8,1,2015-2016,3.0
Aarne,Intonen,1,TPS U16,13,5,5,10,0.77,2,1,2015-2016,5.0
Aku,Räty,1,Kärpät U16,10,3,6,9,0.90,2,1,2015-2016,2.0
Peetro,Seppälä,0,KooKoo U16,12,2,6,8,0.67,10,1,2015-2016,10.0
Elias,Ruusu,0,JYP U16,22,2,6,8,0.36,16,1,2015-2016,7.0
Rasmus,Kupari,1,KooKoo U16,8,4,2,6,0.75,0,1,2015-2016,10.0
Atso,Lehtinen,0,HPK U16,25,3,2,5,0.20,6,1,2015-2016,9.0
Mico,Luoto,0,Jokerit U16,20,3,1,4,0.20,8,1,2015-2016,4.0
Lenni,Killinen,1,Blues U16,4,2,2,4,1.00,2,1,2015-2016,3.0
Valtteri,Jeskanen,0,HPK U16,19,2,1,3,0.16,4,1,2015-2016,9.0
Santeri,Salmela,0,KooKoo U16,8,1,2,3,0.38,2,1,2015-2016,10.0
Samu,Koskenkorva,0,Kärpät U16,9,0,3,3,0.33,2,1,2015-2016,2.0
Onni,Boman,1,JYP U16,3,1,1,2,0.67,0,1,2015-2016,7.0
Samuel,Valkeejärvi,1,JYP U16,4,1,0,1,0.25,0,1,2015-2016,7.0
Santeri,Hatakka,0,Jokerit U16,11,1,0,1,0.09,4,1,2015-2016,4.0
Väinö,Liikonen,0,KooKoo U16,3,0,1,1,0.33,0,1,2015-2016,10.0
Kasper,Simontaival,1,Tappara U16,4,0,1,1,0.25,0,1,2015-2016,6.0
Patrik,Siikanen,1,Blues U16,0,0,0,0,0.00,0,1,2015-2016,3.0
Miro,Markkula,1,Tappara U16,0,0,0,0,0.00,0,1,2015-2016,6.0
Niklas,Nordgren,1,HIFK U16,0,0,0,0,0.00,0,1,2015-2016,1.0
Matias,Maccelli,1,TPS U16,0,0,0,0,0.00,0,1,2015-2016,5.0
Niko,Himmanen,1,JYP U16,2,0,0,0,0.00,0,1,2015-2016,7.0
Kimi,Kuusela,0,JYP U16,2,0,0,0,0.00,2,1,2015-2016,7.0
Leevi,Teissala,1,TPS U16,2,0,0,0,0.00,4,1,2015-2016,5.0
